title,link,excerpt,published_at,funding_round,money_raised
AppNexus Raises A Meaty $50 Million Series C For Realtime Ad Bidding Platform,https://techcrunch.com/2010/10/05/appnexus-raises-a-whopping-50-million-series-c-for-realtime-ad-bidding-network/,"Realtime ad bidding network AppNexus today announced that it raised $50 million in a Series C financing. Investors include Microsoft, Venrock, Kodiak Venture Partners and First Round Capital. The roun...",2010/10/05,Series C,$50 M
Confirmed: Color Genomics is in the final stages of an $80 million Series C financing round,https://techcrunch.com/2017/08/16/color-genomics-has-raised-52-million-in-equity-financing/,"Genetic health screening startup Color Genomics is in the final stages of allocations for an $80 million Series C financing round, TechCrunch has confirmed with the company. Axios first spotted Color ...",2017/08/16,Series C,$80 M
Descartes Labs raises $30 million Series B for its brand of geospatial analytics,https://techcrunch.com/2017/08/24/descartes-labs-raises-30-million-series-b-for-its-brand-of-geospatial-analytics/,"Descartes Labs is announcing a $30 million Series B this morning in a large round led by March Capital. This comes just three months after one of Descartes' largest competitors, Orbital Insight, close...",2017/08/24,Series B,$30 M
BoardVitals Raises $1.1 Million To Make It Easier For You To Become A Doctor,https://techcrunch.com/2015/08/03/boardvitals-raises-1-1-million-to-make-it-easier-for-you-to-become-a-doctor/,"BoardVitals is essentially a repository for hard questions. Aimed at doctors-to-be, the service wants to change the way medicine is taught and is beginning with the medical boards, test taken by docto...",2015/08/03,NA,$1.1 M
On-demand staffing startup HourlyNerd lands $22 million Series C,https://techcrunch.com/2016/07/05/on-demand-staffing-startup-hourlynerd-lands-22-million-series-c/,"HourlyNerd, a Boston-based startup, aspires to be more than an on-demand staffing service for skilled employees. It wants to be a full-service platform for large companies to change the way they think...",2016/07/05,Series C,$22 M
Big data analytics platform Databricks raises $140M Series D round led by Andreessen Horowitz,https://techcrunch.com/2017/08/22/big-data-analytics-platform-databricks-raises-140m-series-d-round-led-by-andreessen-horowitz/,"Databricks, a big data analytics platform built by a team that grew out of the Apache Spark project, today announced that it has raised a $140 million Series D round led by Andreessen Horowitz, with p...",2017/08/22,Series D,$140 M
Epic! raises $8 million to keep kids reading in a digital age,https://techcrunch.com/2017/05/30/epic-raises-8-million-to-keep-kids-reading-in-a-digital-age/,"The makers of Epic!, one of many apps jockeying to become a ""Netflix for books,"" have raised $8 million in a round led by Reach Capital, the education-specialized venture firm. Additional investors in...",2017/05/30,NA,$8 M
Cadre collects $65 million in Series C funding,https://techcrunch.com/2017/06/06/cadre-collects-65-million-in-series-c-funding/,"Cadre, a three-year-old, New York-based real estate startup, has raised $65 million in Series C funding led by Andreessen Horowitz. Famed VC Jim Breyer of Breyer Capital also joined the round, along w...",2017/06/06,Series C,$65 M
Pendo closes $25M Series C from Meritech to scale its customer understanding platform,https://techcrunch.com/2017/07/13/pendo-series-c/,"Just seven months after announcing a $20 million Series B, Pendo, a platform to help businesses better understand their customers, has closed a new $25 million Series C led by Meritech Capital Partner...",2017/07/13,Series C,$25 M
ClassPass secures $70 million Series C led by Temasek,https://techcrunch.com/2017/06/16/classpass-secures-70-million-series-c-led-by-temasek/,"ClassPass, the subscription service that for fitness classes and gyms, has today announced the close of a $70 million Series C funding round led by Temasek. Existing investors such as Acequia Capital,...",2017/06/16,Series C,$70 M
Entelo steps up its AI game with $20M Series C ,https://techcrunch.com/2017/06/15/entelo-steps-up-its-ai-game/,"The race to crown a winner in the AI-powered recruiting software space is on. With both Workey and Mya nabbing rounds in the last few weeks, the timing is prime for a few players to seek advantage in ...",2017/06/15,Series C,$20 M
Shopify Raises $100M To Drop The ?E? And Become The Commerce Company That Spans On- And Offline,https://techcrunch.com/2013/12/11/shopify-100-million-series-c/,"Ottawa-based Shopify has already raised a considerable amount of money, especially for a Canadian company, and its Series C round continues that theme: The e-commerce company has raised $100 million f...",2013/12/11,Series C,$100 M
"Marketing personalization startup Dynamic Yield adds $9M to its Series C, bringing it to $31M",https://techcrunch.com/2017/07/20/marketing-personalization-startup-dynamic-yield-adds-9m-to-its-series-c-bringing-it-to-31m/,"Dynamic Yield, which uses machine learning to help online marketers personalize customer experiences on their site, has added $9 million to its Series C, bringing it to a new total of $31 million. Its...",2017/07/20,Series C,$9 M
ZeroFox secures $40m Series C to help manage social media risk,https://techcrunch.com/2017/07/12/zerofox-secures-40m-series-c-to-help-manage-social-media-risk/,"ZeroFox, a startup that helps companies manage social media risk including scams, malicious links and account hijacking, announced a $40 million Series C investment today. The round was led by Redline...",2017/07/12,Series C,$40 M
"Carspring, a London and Berlin startup that lets you buy a used car online, raises £5M Series B",https://techcrunch.com/2017/08/01/carspring-2/,"Carspring, the London and Berlin used car buying platform founded by Rocket Internet, has picked up £5 million in Series B funding. Backing the round are Rocket Internet itself, along with Channel 4?s...",2017/08/01,Series B,£5 M
Confirmed: London fintech Curve raises $10M Series A,https://techcrunch.com/2017/07/11/funding-curve/,"Update 12th July: Curve has now confirmed the startup has closed $10 million in series A funding. Investors are banking providers Santander InnoVentures, Investec, Connect Ventures, Speedinvest, Oxfor...",2017/07/11,Series A,$10 M
Breather raises $40 million for stylish workspaces on-demand,https://techcrunch.com/2016/12/07/breather-raises-40-million-for-stylish-workspaces-on-demand/,"A mobile app that lets users find and book stylish workspaces on-demand, Breather, raised a Series C round of $40 million. The funding brings Breather's total capital raised to $73 million. Menlo Vent...",2016/12/07,Series C,$40 M
Procurify raises $7M Series A round for its purchasing platform,https://techcrunch.com/2016/11/15/procurify-raises-7m-series-a-round-for-its-purchasing-platform/,"There is nothing sexy about procurement but it's an essential task in the day-to-day life of virtually any business, not-for-profit and school. Vancouver, Canada-based Procurify wants to take some of ...",2016/11/15,Series A,$7 M
Clearpath Raises $11.2 Million To Automate Warehouses In A Decidedly Non-Creepy Way,https://techcrunch.com/2015/03/18/clearpath-raises-11-2-million-to-automate-warehouses-in-a-decidedly-non-creepy-way/,"Unlike the robots in Five Nights At Freddy's, Clearpath's new products won't sneak up on you in the dark while you're guarding an abandoned warehouse. In fact, their products are aimed at making wareh...",2015/03/18,NA,$11.2 M
Orbital Insight closes $50M Series C led by Sequoia,https://techcrunch.com/2017/05/02/orbital-insight-closes-50m-series-c-led-by-sequoia/,"This morning, Orbital Insight, a geospatial analytics startup, announced it had completed raising a $50 million Series C round of financing from Sequoia. The fresh capital brings the company's total f...",2017/05/02,Series C,$50 M
Korean e-book service Ridibooks scores $20M Series C,https://techcrunch.com/2017/06/15/korean-e-book-service-ridibooks-scores-20m-series-c/,"E-book sales may be declining in the U.S. and U.K., but in South Korea, many people still enjoy swiping instead of leafing through their reading material. E-book sales there are growing steadily each ...",2017/06/15,Series C,$20 M
Sift Science raises $30 million to predict and prevent fraud everywhere online,https://techcrunch.com/2016/07/19/sift-science-raises-30-million-to-predict-and-prevent-fraud-everywhere-online/,"To predict and prevent fraud online even more quickly than cybercriminals adopt new tactics, Sift Science has raised $30 million in a Series C round of venture funding in a round led by Insight Ventur...",2016/07/19,Series C,$30 M
GE spin-out SmartAssist.io raises $5M Series A for its AI-based customer service platform,https://techcrunch.com/2017/08/03/ge-spin-out-smartassist-io-raises-5m-series-a-for-its-ai-based-customer-service-platform/,"Last November, GE acquired the AI-centric startup Wise.io to bolster its machine learning capabilities. While Wise.io's core competency was in machine learning, its main product focused on helping ent...",2017/08/03,Series A,$5 M
"Classy raises $30 million to help nonprofits raise donations, make a greater impact",https://techcrunch.com/2016/11/01/classy-raises-30-million-to-help-nonprofits-raise-donations-make-a-greater-impact/,"A San Diego startup called Classy has raised $30 million for software-as-a-service that helps nonprofits raise donations online, and keep supporters engaged in a good cause for the long run. Specifica...",2016/11/01,NA,$30 M
VTS raises $55M for its commercial real estate management platform,https://techcrunch.com/2016/05/04/vts-raises-55m-for-its-commercial-real-estate-management-platform/20/,"VTS, a commercial leasing and asset management platform for landlords and brokerages, today announced that it has raised a $55 million Series C funding round led by Insight Venture Partners. Previous ...",2016/05/04,Series C,$55 M
VTS raises $55M for its commercial real estate management platform,https://techcrunch.com/2016/05/04/vts-raises-55m-for-its-commercial-real-estate-management-platform/,"VTS, a commercial leasing and asset management platform for landlords and brokerages, today announced that it has raised a $55 million Series C funding round led by Insight Venture Partners. Previous ...",2016/05/04,Series C,$55 M
Jay-Z backed JetSmarter raises $105 million to become Uber for private jets,https://techcrunch.com/2016/12/12/jay-z-backed-jetsmarter-raises-105-million-to-become-uber-for-private-jets/3/,"JetSmarter has raised $105 million in Series C funding, at a $1.5 billion pre-money valuation, to build its marketplace for private jet services, according to Sergey Petrossov, the startup's founder a...",2016/12/12,Series C,$105 M
